,nim,mori,mobs,sep,ein,fs,frac_sh_trunc,mmin,flag_out,zs,xs,ys,m_type_sh,zl_sh,mass_sh,xl_sh,yl_sh,elip_sh,pol_sh,param1_sh,m_type_sat,zl_sat,mass_sat,xl_sat,yl_sat,elip_sat,pol_sat,param1_sat,m_type_hh,zl_hh,mass_hh,xl_hh,yl_hh,elip_hh,pol_hh,param1_hh,m_type_cen,zl_cen,mass_cen,xl_cen,yl_cen,elip_cen,pol_cen,param1_cen,m_type_pert,zl_pert,mass_pert,xl_pert,yl_pert,elip_pert,pol_pert,param1_pert,vel_disp
58,3.0,23.53,23.08874,0.5420883,0.2426388,0.0,-1.0,22.82973,1.0,1.83,0.1125662,0.03783009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.305,3300755000000.0,0.0,0.0,0.5559491,34.82825,3.412569,1.0,1.305,71396770000.0,0.0,0.0,0.1271497,17.94071,0.09820212,2.0,1.305,1.83,0.0,0.0,0.03279952,-26.08764,0.0,172.13850620071648
59,3.0,21.01,21.73875,0.9259845,0.3858004,0.0,-1.0,20.40639,1.0,1.79,0.3760432,0.01948145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.693,2516529000000.0,0.0,0.0,0.2404295,-165.0024,4.727917,1.0,0.693,70987720000.0,0.0,0.0,0.2786343,-193.2086,0.2105261,2.0,0.693,1.79,0.0,0.0,0.01302877,103.6561,0.0,135.43810065607425
63,3.0,22.31,23.2309,1.819852,0.6922855,0.0,-1.0,21.37349,1.0,2.4,-0.4659418,0.3280759,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.452,4453858000000.0,0.0,0.0,0.2518707,-10.04461,8.651477,1.0,0.452,70827200000.0,0.0,0.0,0.4137268,18.30112,0.1283033,2.0,0.452,2.4,0.0,0.0,0.03764258,74.60923,0.0,184.1236592367286
66,3.0,23.71,22.69165,1.958785,1.003424,0.0,-1.0,22.3362,3.0,3.98,0.1173646,0.1392268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.579,8224880000000.0,0.0,0.0,0.08284879,-47.79539,2.650729,1.0,0.579,144277200000.0,0.0,0.0,0.02253388,-71.66246,0.1026192,2.0,0.579,3.98,0.0,0.0,0.05056003,-95.48511,0.0,260.6632935552641
69,3.0,22.41,21.45941,1.179068,0.4642792,0.0,-1.0,20.86748,3.0,3.14,-0.1472973,-0.119512,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.789,4582113000000.0,0.0,0.0,0.1423922,-55.38159,3.648646,1.0,0.789,73771740000.0,0.0,0.0,0.4038016,22.93272,0.1638659,2.0,0.789,3.14,0.0,0.0,0.07423801,47.09549,0.0,147.55924981043827
70,3.0,24.81,23.28382,1.511781,0.9275717,0.0,-1.0,23.2567,3.0,3.07,-0.02534796,-0.1237165,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.81,5202182000000.0,0.0,0.0,0.1567644,-78.69121,8.161709,1.0,0.81,65237210000.0,0.0,0.0,0.3868618,-75.77836,0.09146218,2.0,0.81,3.07,0.0,0.0,0.02998249,98.40226,0.0,185.77083361437374
71,3.0,20.75,21.97524,0.5282985,0.3597003,0.0,-1.0,19.52947,3.0,1.89,0.1447427,-0.005665289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.303,2474125000000.0,0.0,0.0,0.2113438,-74.20491,3.92426,1.0,1.303,72982000000.0,0.0,0.0,0.5791678,-70.14658,0.08054459,2.0,1.303,1.89,0.0,0.0,0.08590095,78.59271,0.0,189.7915733092639
72,3.0,23.67,22.74667,0.5105836,0.2271183,0.0,-1.0,22.32193,3.0,1.61,0.04766419,0.0234535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.956,865991000000.0,0.0,0.0,0.174696,-172.5428,8.177121,1.0,0.956,35018220000.0,0.0,0.0,0.3048321,-192.229,0.06473811,2.0,0.956,1.61,0.0,0.0,0.02290887,125.634,0.0,153.50488276594294
77,3.0,23.29,22.79592,1.12346,0.3856721,0.0,-1.0,22.35541,1.0,2.6,0.09456307,0.1671017,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.288,6008418000000.0,0.0,0.0,0.1119703,46.4044,3.163334,1.0,1.288,104073300000.0,0.0,0.0,0.487909,4.564018,0.0683977,2.0,1.288,2.6,0.0,0.0,0.06731837,-95.12207,0.0,242.66666481545403
78,5.0,23.09,22.20074,8.593794,3.942122,0.0,-1.0,20.75181,3.0,1.89,0.8159368,0.9297341,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.786,130176300000000.0,0.0,0.0,0.6122914,-78.36562,5.433607,1.0,0.786,494469900000.0,0.0,0.0,0.1707893,1.726792,0.4120389,2.0,0.786,1.89,0.0,0.0,0.06665589,101.5083,0.0,294.56283003408583
79,3.0,20.61,21.83357,0.9067876,0.6466369,0.0,-1.0,20.10306,1.0,1.87,-0.3715286,-0.2030348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.294,1029110000000.0,0.0,0.0,0.4270742,115.2691,6.279238,1.0,0.294,32027700000.0,0.0,0.0,0.6047972,75.54932,0.1891144,2.0,0.294,1.87,0.0,0.0,0.03533719,-116.9616,0.0,116.50888309096624
81,3.0,22.91,22.1191,0.2418638,0.1303569,0.0,-1.0,20.69716,3.0,3.41,-0.02264247,0.04686542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.604,636795500000.0,0.0,0.0,0.2879048,100.6349,5.704125,1.0,1.604,12698290000.0,0.0,0.0,0.5871354,116.9761,0.1226494,2.0,1.604,3.41,0.0,0.0,0.03853177,-83.58998,0.0,86.16011283855671
83,3.0,22.05,22.38782,0.9558519,0.4628532,0.0,-1.0,21.22082,1.0,2.91,0.2246894,0.01138446,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.249,3475156000000.0,0.0,0.0,0.2434833,-163.5429,2.320453,1.0,1.249,81516070000.0,0.0,0.0,0.3595598,-129.7139,0.06305622,2.0,1.249,2.91,0.0,0.0,0.0249134,89.61988,0.0,222.68721005013867
85,3.0,20.81,21.37391,1.087949,0.6299099,0.0,-1.0,20.26165,1.0,1.65,0.1516641,-0.2975723,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.325,790678600000.0,0.0,0.0,0.2659046,136.962,6.374933,1.0,0.325,35829760000.0,0.0,0.0,0.3567247,82.27269,0.1175634,2.0,0.325,1.65,0.0,0.0,0.03443654,-17.94286,0.0,145.62584932142553
87,3.0,21.55,22.21688,1.103667,0.6009873,0.0,-1.0,20.89047,1.0,2.57,0.2768402,0.1725777,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.917,1563833000000.0,0.0,0.0,0.2268721,43.15622,6.001033,1.0,0.917,62437600000.0,0.0,0.0,0.3790336,72.18642,0.04708436,2.0,0.917,2.57,0.0,0.0,0.003408113,-67.44726,0.0,232.999631035239
89,3.0,20.99,20.05464,0.2526085,0.1055514,0.0,-1.0,19.84947,1.0,1.49,-0.0336327,0.02117438,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.867,418602300000.0,0.0,0.0,0.1700968,126.488,6.169914,1.0,0.867,9363671000.0,0.0,0.0,0.495886,149.2624,0.03926522,2.0,0.867,1.49,0.0,0.0,0.05740164,79.40694,0.0,101.83183319424217
90,3.0,21.61,22.96551,1.950186,0.9183191,0.0,-1.0,20.84321,1.0,4.22,0.2095696,-0.6813473,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.321,5141946000000.0,0.0,0.0,0.2631229,17.81413,6.519185,1.0,0.321,100697800000.0,0.0,0.0,0.04345765,5.864056,0.376327,2.0,0.321,4.22,0.0,0.0,0.2622237,44.06736,0.0,154.18180328813355
91,3.0,21.09,21.88954,0.9997266,0.5592152,0.0,-1.0,20.16332,1.0,3.1,0.2862403,-0.01438339,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.471,916722900000.0,0.0,0.0,0.2450849,-143.6357,10.39693,1.0,0.471,37479450000.0,0.0,0.0,0.2249117,-95.77276,0.1707622,2.0,0.471,3.1,0.0,0.0,0.1024969,60.6998,0.0,124.00347324590001
93,3.0,21.81,21.50054,1.686103,1.019567,0.0,-1.0,20.68886,1.0,2.81,-0.1605203,-0.1022519,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.488,9013160000000.0,0.0,0.0,0.09968145,-81.54127,5.166043,1.0,0.488,103991300000.0,0.0,0.0,0.3579085,-119.3325,0.1582229,2.0,0.488,2.81,0.0,0.0,0.121341,-94.78931,0.0,193.76289236937927
100,3.0,24.95,23.17154,0.6330784,0.2720188,0.0,-1.0,22.86989,3.0,1.99,0.01001611,-0.1376811,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.236,790237000000.0,0.0,0.0,0.3130501,172.7081,7.688192,1.0,0.236,26773630000.0,0.0,0.0,0.360521,161.5707,0.4284376,2.0,0.236,1.99,0.0,0.0,0.1471265,79.391,0.0,90.76803495885653
101,3.0,23.33,23.08218,0.9072671,0.5200842,0.0,-1.0,22.51278,1.0,1.66,0.09331182,-0.1224468,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.5,1043525000000.0,0.0,0.0,0.006294995,20.91567,2.874385,1.0,0.5,43730410000.0,0.0,0.0,0.241386,97.89891,0.07720073,2.0,0.5,1.66,0.0,0.0,0.04251861,-97.45347,0.0,171.41737446916247
102,3.0,22.33,20.55797,1.748033,0.646946,0.0,-1.0,20.31329,3.0,2.78,-0.0638211,0.07024469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.269,7675777000000.0,0.0,0.0,0.2450698,-159.1312,5.938988,1.0,0.269,126925200000.0,0.0,0.0,0.4820244,-161.7752,0.8408732,2.0,0.269,2.78,0.0,0.0,0.1586698,115.0545,0.0,148.354021403954
106,3.0,21.13,23.0661,1.527955,0.6261226,0.0,-1.0,20.68629,1.0,4.05,-0.640623,-0.3475231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.653,2732826000000.0,0.0,0.0,0.2110723,52.24774,4.154611,1.0,0.653,72666790000.0,0.0,0.0,0.418755,50.38098,0.1292779,2.0,0.653,4.05,0.0,0.0,0.05237445,-2.260259,0.0,164.88236482590852
107,3.0,22.19,22.21977,0.8611218,0.5125121,0.0,-1.0,21.34509,1.0,2.86,-0.08127048,0.08509955,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.855,5657547000000.0,0.0,0.0,0.3781773,-80.53132,6.384631,1.0,1.855,81962730000.0,0.0,0.0,0.275567,-103.2602,0.03285894,2.0,1.855,2.86,0.0,0.0,0.1044744,95.47323,0.0,310.20959468681826
108,3.0,23.59,23.08046,0.7290685,0.386553,0.0,-1.0,22.3928,3.0,1.93,-0.0175962,0.1146149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.227,2995274000000.0,0.0,0.0,0.210899,73.73176,4.98796,1.0,1.227,85090970000.0,0.0,0.0,0.2026341,122.0179,0.08839804,2.0,1.227,1.93,0.0,0.0,0.06095609,161.3497,0.0,198.40878398379778
110,3.0,22.29,22.96393,1.099406,0.6153435,0.0,-1.0,21.07395,3.0,0.82,0.328853,0.2275775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.583,10739080000000.0,0.0,0.0,0.13038,-66.1939,12.93338,1.0,0.583,106641500000.0,0.0,0.0,0.2082229,-99.64016,0.1807261,2.0,0.583,0.82,0.0,0.0,0.01924329,164.4933,0.0,210.5445652419056
111,3.0,23.01,20.73131,1.146127,0.5404247,0.0,-1.0,20.16357,3.0,3.4,-0.04921947,0.01972402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.872,2734165000000.0,0.0,0.0,0.05682353,-32.31606,7.798186,1.0,0.872,51309580000.0,0.0,0.0,0.1987462,-19.63726,0.1101367,2.0,0.872,3.4,0.0,0.0,0.01890745,35.81868,0.0,153.38982012765936
112,3.0,22.81,23.25927,0.3723722,0.2068983,0.0,-1.0,21.68725,1.0,1.6,0.08673809,-0.04971189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.724,441570400000.0,0.0,0.0,0.3663537,-95.19705,4.094832,1.0,0.724,16842650000.0,0.0,0.0,0.1728296,-72.4978,0.08374613,2.0,0.724,1.6,0.0,0.0,0.07101422,36.5004,0.0,96.94478555211685
113,3.0,21.81,21.97049,2.211654,0.9987192,0.0,-1.0,20.25805,3.0,2.6,0.08654404,0.3674367,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.415,7903254000000.0,0.0,0.0,0.1340585,170.432,6.772193,1.0,0.415,143853400000.0,0.0,0.0,0.4922191,142.2566,0.2546996,2.0,0.415,2.6,0.0,0.0,0.03612816,-39.2598,0.0,195.95976681438634
114,3.0,22.15,23.07656,1.554929,0.6988492,0.0,-1.0,21.35236,1.0,1.72,0.3519713,0.4732258,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.454,2319112000000.0,0.0,0.0,0.2475927,-171.0537,11.33627,1.0,0.454,84896890000.0,0.0,0.0,0.1558921,-165.3118,0.270156,2.0,0.454,1.72,0.0,0.0,0.001583734,-5.205564,0.0,159.74803468316063
115,3.0,22.09,22.62082,0.2525158,0.1212539,0.0,-1.0,21.75172,1.0,2.71,0.01238058,-0.1209416,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.44,2601638000000.0,0.0,0.0,0.02943256,80.09227,2.75026,1.0,2.44,70179280000.0,0.0,0.0,0.1128614,54.61755,0.0586393,2.0,2.44,2.71,0.0,0.0,0.05130759,90.3583,0.0,220.19254589566086
116,3.0,24.29,23.17533,4.375764,1.55355,0.0,-1.0,23.07999,3.0,1.36,-0.5069756,0.5848049,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.424,77601660000000.0,0.0,0.0,0.4151996,-47.13247,5.275709,1.0,0.424,365258000000.0,0.0,0.0,0.4667539,11.5577,0.7592228,2.0,0.424,1.36,0.0,0.0,0.0311971,-100.1968,0.0,237.61311964270823
117,3.0,21.71,21.76619,0.6497898,0.3569494,0.0,-1.0,20.84475,1.0,2.93,-0.03346614,-0.2015461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.486,837166200000.0,0.0,0.0,0.2277502,94.45313,4.02839,1.0,0.486,35431760000.0,0.0,0.0,0.146631,67.08381,0.2568069,2.0,0.486,2.93,0.0,0.0,0.04616646,-177.6776,0.0,94.25472828467564
118,3.0,20.71,20.02352,0.8998946,0.3971436,0.0,-1.0,19.97338,1.0,3.98,0.140977,0.0142368,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.993,1061623000000.0,0.0,0.0,0.3641823,-42.29065,5.868794,1.0,0.993,47388480000.0,0.0,0.0,0.2803372,-42.39106,0.1342717,2.0,0.993,3.98,0.0,0.0,0.1389585,-169.8792,0.0,129.9463062607392
119,5.0,20.77,19.42287,0.4823287,0.1847742,0.0,-1.0,19.11044,3.0,3.18,-0.01872577,0.01711881,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.435,861299500000.0,0.0,0.0,0.1171103,-163.5348,5.08777,1.0,0.435,33040900000.0,0.0,0.0,0.365293,-145.534,0.5136019,2.0,0.435,3.18,0.0,0.0,0.0861293,13.03304,0.0,84.65253483553539
121,3.0,22.69,23.27926,3.17841,1.659785,0.0,-1.0,21.99271,1.0,2.29,-0.05521822,-0.9427341,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.749,25901450000000.0,0.0,0.0,0.5009635,80.77719,5.471857,1.0,0.749,150656100000.0,0.0,0.0,0.5004958,91.6756,0.239504,2.0,0.749,2.29,0.0,0.0,0.08217465,-106.5612,0.0,196.84370976548885
128,3.0,21.83,21.82012,0.9185329,0.3893211,0.0,-1.0,20.88182,1.0,1.05,0.2047226,0.08229919,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.342,1313324000000.0,0.0,0.0,0.4224534,-44.8393,12.20697,1.0,0.342,42985380000.0,0.0,0.0,0.3932552,-7.033588,0.2567838,2.0,0.342,1.05,0.0,0.0,0.02407049,-172.7918,0.0,128.56738411673305
130,5.0,22.95,21.42623,3.215198,1.717081,0.0,-1.0,21.05641,3.0,2.3,0.3483241,0.08734533,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.774,31231940000000.0,0.0,0.0,0.4830161,-94.99186,6.343561,1.0,0.774,138054200000.0,0.0,0.0,0.3874535,-60.40501,0.2887594,2.0,0.774,2.3,0.0,0.0,0.05033712,130.8537,0.0,197.17971940794885
137,3.0,22.41,22.57907,1.404437,0.8067001,0.0,-1.0,20.82632,3.0,3.35,-0.2834567,0.04503877,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.231,3459558000000.0,0.0,0.0,0.1080509,110.6658,8.945527,1.0,1.231,71113780000.0,0.0,0.0,0.5123208,70.39835,0.07231977,2.0,1.231,3.35,0.0,0.0,0.005319399,-153.6514,0.0,206.88049098461056
138,3.0,20.89,22.94493,0.5490186,0.1617554,0.0,-1.0,20.46006,1.0,2.21,0.2867497,-0.07706935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.859,695074600000.0,0.0,0.0,0.1783696,-3.305661,6.223225,1.0,0.859,16965640000.0,0.0,0.0,0.6390279,-29.80732,0.05907819,2.0,0.859,2.21,0.0,0.0,0.1295813,-142.8363,0.0,113.50426110973832
140,3.0,22.99,22.99786,2.302855,1.142883,0.0,-1.0,21.91313,1.0,2.13,-0.5000233,0.2430535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.535,30471320000000.0,0.0,0.0,0.1313568,-29.87333,3.28141,1.0,0.535,163465300000.0,0.0,0.0,0.3710216,-58.88905,0.2215002,2.0,0.535,2.13,0.0,0.0,0.06379555,24.18716,0.0,202.86286896294044
141,3.0,19.91,21.26887,0.9718273,0.4441505,0.0,-1.0,19.26887,1.0,1.86,0.2713868,0.3166904,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.298,700847500000.0,0.0,0.0,0.3245319,-58.96634,10.64632,1.0,0.298,26660550000.0,0.0,0.0,0.09036822,-16.07747,0.1733736,2.0,0.298,1.86,0.0,0.0,0.03844973,63.45353,0.0,115.27750906114412
145,3.0,21.21,21.88495,0.3984528,0.1696014,0.0,-1.0,20.58927,1.0,2.62,-0.1209398,0.04658168,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.932,502342600000.0,0.0,0.0,0.3673036,-38.7611,7.704097,1.0,0.932,8524720000.0,0.0,0.0,0.1551176,-35.39899,0.0438616,2.0,0.932,2.62,0.0,0.0,0.1103528,-160.3781,0.0,94.2492268376793
147,3.0,22.61,21.53346,1.199673,0.5544389,0.0,-1.0,21.2877,3.0,2.84,-0.1556691,-0.04997389,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.82,1048694000000.0,0.0,0.0,0.1213675,33.273,15.62736,1.0,0.82,43875300000.0,0.0,0.0,0.3860008,44.02034,0.08563882,2.0,0.82,2.84,0.0,0.0,0.04572631,-148.7257,0.0,165.17830147933165
150,3.0,22.65,23.18653,1.444212,0.6926442,0.0,-1.0,21.4113,3.0,2.68,0.07993613,-0.3683582,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.442,2977898000000.0,0.0,0.0,0.09380374,66.35492,6.860849,1.0,0.442,74557140000.0,0.0,0.0,0.1860815,31.17438,0.2231388,2.0,0.442,2.68,0.0,0.0,0.09608029,164.0347,0.0,149.97782456696785
151,3.0,24.15,23.20105,0.7685638,0.4614071,0.0,-1.0,22.83059,3.0,2.75,-0.07013192,-0.06144562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.205,474490200000.0,0.0,0.0,0.4046621,-95.26157,14.99254,1.0,0.205,23088830000.0,0.0,0.0,0.1741949,-100.7786,0.3682651,2.0,0.205,2.75,0.0,0.0,0.007346239,127.4067,0.0,101.2035330011331
157,3.0,22.33,22.92982,0.7555156,0.3619388,0.0,-1.0,21.53831,1.0,1.66,-0.1786403,0.03773493,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.941,3464413000000.0,0.0,0.0,0.3874381,-81.10698,3.444897,1.0,0.941,66362270000.0,0.0,0.0,0.5595185,-48.00017,0.04307936,2.0,0.941,1.66,0.0,0.0,0.07064739,102.7285,0.0,248.91891078039006
158,3.0,22.79,23.20753,0.6524684,0.2695006,0.0,-1.0,22.10542,1.0,3.05,0.02901054,-0.1752448,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.284,1109409000000.0,0.0,0.0,0.1028531,53.30154,5.966009,1.0,1.284,28778750000.0,0.0,0.0,0.3523637,-36.62513,0.05449499,2.0,1.284,3.05,0.0,0.0,0.09219945,119.2769,0.0,147.0270035562077
165,5.0,22.03,20.24585,11.41716,4.77172,0.0,-1.0,19.6333,3.0,2.5,-0.3568167,0.2994866,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.812,106435300000000.0,0.0,0.0,0.2278998,141.0624,7.3118,1.0,0.812,414580800000.0,0.0,0.0,0.06069334,141.9378,0.2193381,2.0,0.812,2.5,0.0,0.0,0.05672625,-8.947278,0.0,326.6374945626865
170,3.0,22.03,22.26364,1.859704,0.783823,0.0,-1.0,21.46015,1.0,0.96,0.4183309,0.3917749,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.126,1762651000000.0,0.0,0.0,0.1730223,-101.7019,7.209993,1.0,0.126,59253520000.0,0.0,0.0,0.3507251,-153.211,0.369252,2.0,0.126,0.96,0.0,0.0,0.04474173,-85.43145,0.0,155.37188576168674
172,3.0,23.71,22.91501,0.4466236,0.186137,0.0,-1.0,22.22871,3.0,2.11,0.07112383,0.03055608,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.071,821683700000.0,0.0,0.0,0.2709868,-138.088,4.596601,1.0,1.071,29834720000.0,0.0,0.0,0.2799207,-164.6497,0.1145864,2.0,1.071,2.11,0.0,0.0,0.03181678,-173.1258,0.0,109.51741511566465
